Division,Weight Class,Lift,Name,Kilos,Pounds,Date,Location,Event,Status,HasRecord
MASTER MEN 60 TO 64,125kg/275lb,Deadlift,Dale Lewis,150.0,330.7,09/16/2017,ohio,raw-powerlifting,non-tested,True
MASTER MEN 60 TO 64,125kg/275lb,TOTAL,Dale Lewis,325.0,716.5,09/16/2017,ohio,raw-powerlifting,non-tested,True
MASTER MEN 60 TO 64,140kg/308.5lb,Squat,Scott Arnold,137.5,303.1,11/14/2021,ohio,raw-powerlifting,non-tested,True
MASTER MEN 60 TO 64,140kg/308.5lb,Bench,Scott Arnold,145.0,319.7,11/14/2021,ohio,raw-powerlifting,non-tested,True
MASTER MEN 60 TO 64,140kg/308.5lb,Deadlift,Scott Arnold,172.5,380.3,11/14/2021,ohio,raw-powerlifting,non-tested,True
MASTER MEN 60 TO 64,140kg/308.5lb,TOTAL,Scott Arnold,455.0,1003.1,11/14/2021,ohio,raw-powerlifting,non-tested,True
MASTER MEN 60 TO 64,140+kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 60 TO 64,140+kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 60 TO 64,140+kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 60 TO 64,140+kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,52kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,52kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,52kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,52kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,56kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,56kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,56kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,56kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,60kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,60kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,60kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,60kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,67.5kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,67.5kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,67.5kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,67.5kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,75kg/165.2lb,Squat,John Fuller,140.0,308.6,09/17/2022,ohio,raw-powerlifting,non-tested,True
MASTER MEN 65 TO 69,75kg/165.2lb,Bench,John Fuller,92.5,203.9,09/17/2022,ohio,raw-powerlifting,non-tested,True
MASTER MEN 65 TO 69,75kg/165.2lb,Deadlift,John Fuller,162.5,358.3,09/17/2022,ohio,raw-powerlifting,non-tested,True
MASTER MEN 65 TO 69,75kg/165.2lb,TOTAL,John Fuller,395.0,870.8,09/17/2022,ohio,raw-powerlifting,non-tested,True
MASTER MEN 65 TO 69,82.5kg/181.7lb,Squat,John Fuller,140.0,308.6,04/15/2023,ohio,raw-powerlifting,non-tested,True
MASTER MEN 65 TO 69,82.5kg/181.7lb,Bench,John Fuller,100.0,220.5,04/23/2022,ohio,raw-powerlifting,non-tested,True
MASTER MEN 65 TO 69,82.5kg/181.7lb,Deadlift,John Fuller,170.0,374.8,04/15/2023,ohio,raw-powerlifting,non-tested,True
MASTER MEN 65 TO 69,82.5kg/181.7lb,TOTAL,John Fuller,407.5,898.4,04/15/2023,ohio,raw-powerlifting,non-tested,True
MASTER MEN 65 TO 69,90kg/198.2lb,Squat,Gregory  Hullinger,147.5,325.2,09/06/2020,ohio,raw-powerlifting,non-tested,True
MASTER MEN 65 TO 69,90kg/198.2lb,Bench,Gregory  Hullinger,102.5,226.0,11/09/2019,ohio,raw-powerlifting,non-tested,True
MASTER MEN 65 TO 69,90kg/198.2lb,Deadlift,Gregory  Hullinger,170.0,374.8,11/09/2019,ohio,raw-powerlifting,non-tested,True
MASTER MEN 65 TO 69,90kg/198.2lb,TOTAL,Gregory  Hullinger,422.5,931.5,09/06/2020,ohio,raw-powerlifting,non-tested,True
MASTER MEN 65 TO 69,100kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,100kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,100kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,100kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,110kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,110kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,110kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,110kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,125kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,125kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,125kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,125kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,140kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,140kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,140kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,140kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,140+kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,140+kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,140+kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 65 TO 69,140+kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,52kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,52kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,52kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,52kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,56kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,56kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,56kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,56kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,60kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,60kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,60kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,60kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,67.5kg/148.7lb,Squat,Keith Malcuit,87.5,192.9,2025-04-05,ohio,raw-powerlifting,non-tested,True
MASTER MEN 70 TO 74,67.5kg/148.7lb,Bench,Keith Malcuit,55.0,121.25,2025-04-05,ohio,raw-powerlifting,non-tested,True
MASTER MEN 70 TO 74,67.5kg/148.7lb,Deadlift,Keith Malcuit,140.0,308.65,2025-04-05,ohio,raw-powerlifting,non-tested,True
MASTER MEN 70 TO 74,67.5kg/148.7lb,TOTAL,Keith Malcuit,282.5,622.81,2025-04-05,ohio,raw-powerlifting,non-tested,True
MASTER MEN 70 TO 74,75kg/165.2lb,Squat,John Fuller,112.5,248.02,2024-12-07,ohio,raw-powerlifting,non-tested,True
MASTER MEN 70 TO 74,75kg/165.2lb,Bench,John Fuller,87.5,192.9,2024-12-07,ohio,raw-powerlifting,non-tested,True
MASTER MEN 70 TO 74,75kg/165.2lb,Deadlift,John Fuller,157.5,347.23,2024-12-07,ohio,raw-powerlifting,non-tested,True
MASTER MEN 70 TO 74,75kg/165.2lb,TOTAL,John Fuller,357.5,788.15,2024-12-07,ohio,raw-powerlifting,non-tested,True
MASTER MEN 70 TO 74,82.5kg/181.7lb,Squat,Barry Hunlock,80.0,176.4,04/17/2021,ohio,raw-powerlifting,non-tested,True
MASTER MEN 70 TO 74,82.5kg/181.7lb,Bench,Barry Hunlock,70.0,154.3,04/17/2021,ohio,raw-powerlifting,non-tested,True
MASTER MEN 70 TO 74,82.5kg/181.7lb,Deadlift,Barry Hunlock,115.0,253.5,04/17/2021,ohio,raw-powerlifting,non-tested,True
MASTER MEN 70 TO 74,82.5kg/181.7lb,TOTAL,Barry Hunlock,265.0,584.2,04/17/2021,ohio,raw-powerlifting,non-tested,True
MASTER MEN 70 TO 74,90kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,90kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,90kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,90kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,100kg/220lb,Squat,Mike Putinski,95.0,209.44,2025-04-05,ohio,raw-powerlifting,non-tested,True
MASTER MEN 70 TO 74,100kg/220lb,Bench,Mike Putinski,80.0,176.37,2025-04-05,ohio,raw-powerlifting,non-tested,True
MASTER MEN 70 TO 74,100kg/220lb,Deadlift,Mike Putinski,152.5,336.2,2025-04-05,ohio,raw-powerlifting,non-tested,True
MASTER MEN 70 TO 74,100kg/220lb,TOTAL,Mike Putinski,327.5,722.01,2025-04-05,ohio,raw-powerlifting,non-tested,True
MASTER MEN 70 TO 74,110kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,110kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,110kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,110kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,125kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,125kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,125kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,125kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,140kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,140kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,140kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,140kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,140+kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,140+kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,140+kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 70 TO 74,140+kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,52kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,52kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,52kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,52kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,56kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,56kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,56kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,56kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,60kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,60kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,60kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,60kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,67.5kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,67.5kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,67.5kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,67.5kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,75kg/165.2lb,Squat,Barry Hunlock,80.0,176.4,09/16/2023,ohio,raw-powerlifting,non-tested,True
MASTER MEN 75 TO 79,75kg/165.2lb,Bench,Barry Hunlock,68.0,149.9,09/16/2023,ohio,raw-powerlifting,non-tested,True
MASTER MEN 75 TO 79,75kg/165.2lb,Deadlift,Barry Hunlock,115.0,253.5,09/16/2023,ohio,raw-powerlifting,non-tested,True
MASTER MEN 75 TO 79,75kg/165.2lb,TOTAL,Barry Hunlock,263.0,579.8,09/16/2023,ohio,raw-powerlifting,non-tested,True
MASTER MEN 75 TO 79,82.5kg/181.7lb,Squat,Barry Hunlock,87.5,192.9,07/12/2023,ohio,raw-powerlifting,non-tested,True
MASTER MEN 75 TO 79,82.5kg/181.7lb,Bench,Barry Hunlock,72.5,159.8,07/12/2023,ohio,raw-powerlifting,non-tested,True
MASTER MEN 75 TO 79,82.5kg/181.7lb,Deadlift,Barry Hunlock,122.5,270.1,07/12/2023,ohio,raw-powerlifting,non-tested,True
MASTER MEN 75 TO 79,82.5kg/181.7lb,TOTAL,Barry Hunlock,282.5,622.8,07/12/2023,ohio,raw-powerlifting,non-tested,True
MASTER MEN 75 TO 79,90kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,90kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,90kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,90kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,100kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,100kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,100kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,100kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,110kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,110kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,110kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,110kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,125kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,125kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,125kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,125kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,140kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,140kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,140kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,140kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,140+kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,140+kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,140+kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER MEN 75 TO 79,140+kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 40 TO 44,44kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 40 TO 44,44kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 40 TO 44,44kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 40 TO 44,44kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 40 TO 44,48kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 40 TO 44,48kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 40 TO 44,48kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 40 TO 44,48kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 40 TO 44,52kg/114.5lb,Squat,Shannon Castiglione,87.5,192.9,05/02/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,52kg/114.5lb,Bench,Rachel Rector,55.0,121.25,08/17/2024,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,52kg/114.5lb,Deadlift,Shannon Castiglione,122.5,270.1,07/11/2019,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,52kg/114.5lb,TOTAL,Shannon Castiglione,255.0,562.2,07/11/2019,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,56kg/123.5lb,Squat,Tracy Wagner,107.5,237.0,12/02/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,56kg/123.5lb,Bench,Alexis Jackson,70.0,154.32,06/13/2024,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,56kg/123.5lb,Deadlift,Shelia Farrance,152.5,336.2,12/03/2016,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,56kg/123.5lb,TOTAL,Alexis Jackson,312.5,688.94,06/13/2024,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,60kg/132.2lb,Squat,Lauren Rutan,142.5,314.15,2024-09-14,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,60kg/132.2lb,Bench,Lauren Rutan,90.0,198.41,2024-09-14,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,60kg/132.2lb,Deadlift,Sheila Farrance,162.5,358.3,11/23/2019,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,60kg/132.2lb,TOTAL,Lauren Rutan,355.0,782.64,2024-09-14,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,67.5kg/148.7lb,Squat,Lauren Rutan,177.5,391.32,2025-10-30,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,67.5kg/148.7lb,Bench,Lauren Rutan,108.0,238.1,2025-10-30,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,67.5kg/148.7lb,Deadlift,Jessica Budd,182.5,402.3,10/17/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,67.5kg/148.7lb,TOTAL,Lauren Rutan,462.5,1019.64,2025-05-17,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,75kg/165.2lb,Squat,Theresa Garee,122.5,270.1,04/15/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,75kg/165.2lb,Bench,Theresa Garee,80.0,176.4,04/15/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,75kg/165.2lb,Deadlift,Theresa Garee,150.0,330.7,04/15/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,75kg/165.2lb,TOTAL,Theresa Garee,352.5,777.1,04/15/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,82.5kg/181.7lb,Squat,Lisa Harbaugh,115.0,253.5,12/05/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,82.5kg/181.7lb,Bench,Lisa Harbaugh,72.5,159.8,12/05/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,82.5kg/181.7lb,Deadlift,Lisa Harbaugh,150.0,330.7,12/05/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,82.5kg/181.7lb,TOTAL,Lisa Harbaugh,335.0,738.5,12/05/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,90kg/198.2lb,Squat,Sarah Johnson,175.0,385.8,12/18/2022,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,90kg/198.2lb,Bench,Sarah Johnson,102.5,226.0,12/18/2022,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,90kg/198.2lb,Deadlift,Brooke Lagrasso,212.5,468.48,06/13/2024,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,90kg/198.2lb,TOTAL,Brooke Lagrasso,427.5,942.48,06/13/2024,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,100kg/220lb,Squat,Brooke Lagrasso,130.0,286.6,09/11/2022,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,100kg/220lb,Bench,Brooke Lagrasso,77.5,170.9,09/11/2022,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,100kg/220lb,Deadlift,Brooke Lagrasso,197.5,435.4,09/11/2022,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,100kg/220lb,TOTAL,Brooke Lagrasso,405.0,892.9,09/11/2022,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,110kg/242lb,Squat,Brooke Lagrasso,120.0,264.6,02/26/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,110kg/242lb,Bench,Brooke Lagrasso,72.5,159.8,02/26/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,110kg/242lb,Deadlift,Brooke Lagrasso,190.0,418.9,02/26/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,110kg/242lb,TOTAL,Brooke Lagrasso,382.5,843.3,02/26/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,110+kg,Squat,Kristi Cuddy,205.0,451.9,12/02/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,110+kg,Bench,Kristi Cuddy,118.0,260.1,12/02/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,110+kg,Deadlift,Deann Mason,182.5,402.3,04/13/2019,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 40 TO 44,110+kg,TOTAL,Kristi Cuddy,500.5,1103.4,12/02/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,44kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 45 TO 49,44kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 45 TO 49,44kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 45 TO 49,44kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 45 TO 49,48kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 45 TO 49,48kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 45 TO 49,48kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 45 TO 49,48kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 45 TO 49,52kg/114.5lb,Squat,Shannon Castiglione,82.5,181.9,10/15/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,52kg/114.5lb,Bench,Rebecca Simpson,47.5,104.7,04/23/2022,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,52kg/114.5lb,Deadlift,Shannon Castiglione,115.0,253.5,10/15/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,52kg/114.5lb,TOTAL,Shannon Castiglione,245.0,540.1,10/15/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,56kg/123.5lb,Squat,Charity Hasselback,40.0,88.18,2025-09-20,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,56kg/123.5lb,Bench,Charity Hasselback,35.0,77.16,2025-09-20,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,56kg/123.5lb,Deadlift,Charity Hasselback,72.5,159.83,2025-09-20,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,56kg/123.5lb,TOTAL,Charity Hasselback,147.5,325.18,2025-09-20,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,60kg/132.2lb,Squat,Candi  Nostrant,155.0,341.7,03/31/2018,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,60kg/132.2lb,Bench,Candi  Nostrant,87.5,192.9,03/31/2018,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,60kg/132.2lb,Deadlift,Candi  Nostrant,155.0,341.7,03/31/2018,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,60kg/132.2lb,TOTAL,Candi  Nostrant,397.5,876.3,03/31/2018,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,67.5kg/148.7lb,Squat,Trevia Brooks,120.0,264.6,11/06/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,67.5kg/148.7lb,Bench,Trevia Brooks,68.5,151.0,11/06/2021,ohio,raw-powerlifting,non-tested,True
